 Semestre ; Distretto ; Tipo Ufficio ; Sede ; Numero scheda Upp ; Desc Sezione ; Modello organizzativo prevalentemente utilizzato nell'Upp ; Somma di sopravvenuti x UPP ; Somma di definiti x UPP ;n. giudici supportati dall' upp x upp/sezione; addetti per upp/sezione (stima basata su giudici supportati) ; definiti per addetto ; Regione ; Area ; CR 
 IIsem ; Ancona ; Corte di Appello ; Ancona ; UPP 1 di 8 ; Prima Sezione Civile ; One to One ;429;595;6;7;85; Marche ; Centro ;1,39
 IIsem ; Ancona ; Corte di Appello ; Ancona ; UPP 2 di 8 ; Prima Sezione Civile ; One to One ;71;99;1;4;25; Marche ; Centro ;1,39
 IIsem ; Ancona ; Corte di Appello ; Ancona ; UPP 3 di 8 ; Seconda Sezione Civile ; One to One ;398;470;5;5;94; Marche ; Centro ;1,18
 IIsem ; Ancona ; Corte di Appello ; Ancona ; UPP 4 di 8 ; Seconda Sezione Civile ; One to One ;80;94;1;4;24; Marche ; Centro ;1,18
 IIsem ; Ancona ; Corte di Appello ; Ancona ; UPP 5 di 8 ; Sezione Lavoro Unica ; Mini Pool ;204;235;3;3;78; Marche ; Centro ;1,15
 IIsem ; Ancona ; Tribunale ; Ancona ; UPP 1 di 9 ; Prima Sezione Civile ; Mini Pool ;697;650;5;7;93; Marche ; Centro ;0,93
 IIsem ; Ancona ; Tribunale ; Ancona ; UPP 2 di 9 ; Prima Sezione Civile ; Mini Pool ;279;260;2; -   ; -   ; Marche ; Centro ;0,93
 IIsem ; Ancona ; Tribunale ; Ancona ; UPP 3 di 9 ; Prima Sezione Civile ; Mini Pool ;976;910;7;5;182; Marche ; Centro ;0,93
 IIsem ; Ancona ; Tribunale ; Ancona ; UPP 4 di 9 ; Prima Sezione Civile ; Mini Pool ;418;390;3;1;390; Marche ; Centro ;0,93
 IIsem ; Ancona ; Tribunale ; Ancona ; UPP 5 di 9 ; Seconda Sezione Civile ; Mini Pool ;845;952;6;4;238; Marche ; Centro ;1,13
 IIsem ; Ancona ; Tribunale ; Ancona ; UPP 6 di 9 ; Seconda Sezione Civile ; Mini Pool ;422;476;3;4;119; Marche ; Centro ;1,13
 IIsem ; Ancona ; Tribunale ; Ascoli Piceno ; UPP 1 di 6 ; Sezione Promiscua Unica ; One to One ;707;798;3;1;578; Marche ; Centro ;1,13
 IIsem ; Ancona ; Tribunale ; Ascoli Piceno ; UPP 2 di 6 ; Sezione Promiscua Unica ; One to One ;236;266;1;0;578; Marche ; Centro ;1,13
 IIsem ; Ancona ; Tribunale ; Ascoli Piceno ; UPP 3 di 6 ; Sezione Promiscua Unica ; Mini Pool ;707;798;3;1;867; Marche ; Centro ;1,13
 IIsem ; Ancona ; Tribunale ; Ascoli Piceno ; UPP 4 di 6 ; Sezione Promiscua Unica ; One to One ;236;266;1; -   ; -   ; Marche ; Centro ;1,13
 IIsem ; Ancona ; Tribunale ; Fermo ; UPP 1 di 4 ; Sezione Civile Unica ; One to One ;2.891;3.024;6;10;302; Marche ; Centro ;1,05
 IIsem ; Ancona ; Tribunale ; Fermo ; UPP 3 di 4 ; Sezione Civile Unica ; Rotazione ;964;1.008;2;2;504; Marche ; Centro ;1,05
 IIsem ; Ancona ; Tribunale ; Macerata ; UPP 1 di 7 ; Sezione Civile Unica ; One to One ;1.813;1.824;4;6;304; Marche ; Centro ;1,01
 IIsem ; Ancona ; Tribunale ; Macerata ; UPP 2 di 7 ; Sezione Civile Unica ; One to One ;1.813;1.824;4;3;608; Marche ; Centro ;1,01
 IIsem ; Ancona ; Tribunale ; Macerata ; UPP 3 di 7 ; Sezione Civile Unica ; Assegnazione al fascicolo ;453;456;1;1;456; Marche ; Centro ;1,01
 IIsem ; Ancona ; Tribunale ; Macerata ; UPP 4 di 7 ; Sezione Civile Unica ; Mini Pool ;453;456;1;3;152; Marche ; Centro ;1,01
 IIsem ; Ancona ; Tribunale ; Pesaro ; UPP 1 di 2 ; Prima Sezione Civile ; Assegnazione al fascicolo ;3.144;3.262;7;6;533; Marche ; Centro ;1,04
 IIsem ; Ancona ; Tribunale ; Pesaro ; UPP 1 di 2 ; Sezione Lavoro Unica ; Assegnazione al fascicolo ;629;538;1;1;615; Marche ; Centro ;0,86
 IIsem ; Bari ; Corte di Appello ; Bari ; UPP 1 di 4 ; Prima Sezione Civile ; Rotazione ;501;538;6;8;70; Puglia ; Sud ;1,07
 IIsem ; Bari ; Corte di Appello ; Bari ; UPP 1 di 4 ; Seconda Sezione Civile ; Collegio ;576;596;6;8;78; Puglia ; Sud ;1,03
 IIsem ; Bari ; Corte di Appello ; Bari ; UPP 1 di 4 ; Terza Sezione Civile ; Rotazione ;433;369;6;8;48; Puglia ; Sud ;0,85
 IIsem ; Bari ; Corte di Appello ; Bari ; UPP 2 di 4 ; Sezione Lavoro Unica ; One to One ;658;831;10;16;52; Puglia ; Sud ;1,26
 IIsem ; Bari ; Tribunale ; Bari ; UPP 1 di 10 ; Prima Sezione Civile ; One to One ;582;520;1;1;390; Puglia ; Sud ;0,89
 IIsem ; Bari ; Tribunale ; Bari ; UPP 1 di 10 ; Seconda Sezione Civile ; One to One ;174;211;1;1;158; Puglia ; Sud ;1,21
 IIsem ; Bari ; Tribunale ; Bari ; UPP 1 di 10 ; Terza Sezione Civile ; One to One ;239;258;1;1;194; Puglia ; Sud ;1,08
 IIsem ; Bari ; Tribunale ; Bari ; UPP 2 di 10 ; Prima Sezione Civile ; One to One ;3.493;3.120;6;14;223; Puglia ; Sud ;0,89
 IIsem ; Bari ; Tribunale ; Bari ; UPP 3 di 10 ; Seconda Sezione Civile ; One to One ;1.568;1.898;9;14;136; Puglia ; Sud ;1,21
 IIsem ; Bari ; Tribunale ; Bari ; UPP 4 di 10 ; Terza Sezione Civile ; One to One ;1.432;1.551;6;12;129; Puglia ; Sud ;1,08
 IIsem ; Bari ; Tribunale ; Bari ; UPP 5 di 10 ; Quarta Sezione Civile ; One to One ;1.431;1.634;7;13;126; Puglia ; Sud ;1,14
 IIsem ; Bari ; Tribunale ; Bari ; UPP 6 di 10 ; Sezione Civile Immigrazione ; One to One ;1.375;590;4;7;84; Puglia ; Sud ;0,43
 IIsem ; Bari ; Tribunale ; Bari ; UPP 7 di 10 ; Sezione Lavoro Unica ; One to One ;7.170;7.863;13;14;562; Puglia ; Sud ;1,1
 IIsem ; Bari ; Tribunale ; Foggia ; UPP 1 di 9 ; Prima Sezione Civile ; Mini Pool ;2.719;2.757;7;11;263; Puglia ; Sud ;1,01
 IIsem ; Bari ; Tribunale ; Foggia ; UPP 1 di 9 ; Ufficio di Presidenza  ; One to One ; -   ; -   ;1;2; -   ; Puglia ; Sud ; -   
 IIsem ; Bari ; Tribunale ; Foggia ; UPP 2 di 9 ; Seconda Sezione Civile ; One to One ;1.437;1.502;7;8;188; Puglia ; Sud ;1,05
 IIsem ; Bari ; Tribunale ; Foggia ; UPP 3 di 9 ; Terza Sezione Civile ; Mini Pool ;414;414;6;6;69; Puglia ; Sud ;1
 IIsem ; Bari ; Tribunale ; Foggia ; UPP 4 di 9 ; Sezione Lavoro Unica ; One to One ;5.665;6.860;10;7;980; Puglia ; Sud ;1,21
 IIsem ; Bari ; Tribunale ; Trani ; UPP 1 di 1 ; Prima Sezione Civile ; One to One ;3.402;3.411;19;39;88; Puglia ; Sud ;1
 IIsem ; Bari ; Tribunale ; Trani ; UPP 1 di 1 ; Sezione Lavoro Unica ; Assegnazione al fascicolo ;4.703;4.885;5;10;479; Puglia ; Sud ;1,04
 IIsem ; Bologna ; Corte di Appello ; Bologna ; UPP 1 di 11 ; Prima Sezione Civile ; One to One ;184;198;5;4;50; Emilia-Romagna ; Nord Est ;1,08
 IIsem ; Bologna ; Corte di Appello ; Bologna ; UPP 1 di 11 ; Sezione promiscua minorenni ; One to One ;21;61;5;2;31; Emilia-Romagna ; Nord Est ;2,88
 IIsem ; Bologna ; Corte di Appello ; Bologna ; UPP 2 di 11 ; Seconda Sezione Civile ; One to One ;152;245;7;10;25; Emilia-Romagna ; Nord Est ;1,61
 IIsem ; Bologna ; Corte di Appello ; Bologna ; UPP 3 di 11 ; Quarta Sezione Civile ; One to One ;20;16;5;6;3; Emilia-Romagna ; Nord Est ;0,8
 IIsem ; Bologna ; Corte di Appello ; Bologna ; UPP 3 di 11 ; Terza Sezione Civile ; One to One ;334;346;5;6;58; Emilia-Romagna ; Nord Est ;1,04
 IIsem ; Bologna ; Corte di Appello ; Bologna ; UPP 9 di 11 ; Prima Sezione Civile ; Assegnazione al fascicolo ;184;198;5;2;82; Emilia-Romagna ; Nord Est ;1,08
 IIsem ; Bologna ; Corte di Appello ; Bologna ; UPP 9 di 11 ; Seconda Sezione Civile ; Assegnazione al fascicolo ;152;245;7;3;73; Emilia-Romagna ; Nord Est ;1,61
 IIsem ; Bologna ; Corte di Appello ; Bologna ; UPP 9 di 11 ; Sezione Lavoro Unica ; Assegnazione al fascicolo ;478;369;5;2;153; Emilia-Romagna ; Nord Est ;0,77
 IIsem ; Bologna ; Corte di Appello ; Bologna ; UPP 9 di 11 ; Sezione promiscua minorenni ; Assegnazione al fascicolo ;21;61;5;1;52; Emilia-Romagna ; Nord Est ;2,88
 IIsem ; Bologna ; Corte di Appello ; Bologna ; UPP 9 di 11 ; Terza Sezione Civile ; Assegnazione al fascicolo ;334;346;5;2;144; Emilia-Romagna ; Nord Est ;1,04
 IIsem ; Bologna ; Tribunale ; Bologna ; UPP 1 di 3 ; Prima Sezione Civile ; Mini Pool ;2.257;1.908;7;9;202; Emilia-Romagna ; Nord Est ;0,85
 IIsem ; Bologna ; Tribunale ; Bologna ; UPP 1 di 3 ; Quarta Sezione Civile ; Rotazione ;255;248;4;5;46; Emilia-Romagna ; Nord Est ;0,97
 IIsem ; Bologna ; Tribunale ; Bologna ; UPP 1 di 3 ; Seconda Sezione Civile ; Rotazione ;1.494;1.544;6;8;191; Emilia-Romagna ; Nord Est ;1,03
 IIsem ; Bologna ; Tribunale ; Bologna ; UPP 1 di 3 ; Sezione Civile Immigrazione ; Mini Pool ;4.744;1.811;8;11;168; Emilia-Romagna ; Nord Est ;0,38
 IIsem ; Bologna ; Tribunale ; Bologna ; UPP 1 di 3 ; Sezione Lavoro Unica ; Mini Pool ;1.547;2.048;5;7;303; Emilia-Romagna ; Nord Est ;1,32
 IIsem ; Bologna ; Tribunale ; Bologna ; UPP 1 di 3 ; Terza Sezione Civile ; Rotazione ;720;672;5;7;100; Emilia-Romagna ; Nord Est ;0,93
 IIsem ; Bologna ; Tribunale ; Bologna ; UPP 1 di 3 ; Tribunale delle Imprese ; Mini Pool ;195;159;3;4;39; Emilia-Romagna ; Nord Est ;0,82
 IIsem ; Bologna ; Tribunale ; Bologna ; UPP 1 di 3 ; Volontaria Giurisdizione ; Mini Pool ;5.779;5.840;2;3;2.163; Emilia-Romagna ; Nord Est ;1,01
 IIsem ; Bologna ; Tribunale ; Ferrara ; UPP 1 di 6 ; Sezione Civile Unica ; Mini Pool ;1.277;1.337;4;4;334; Emilia-Romagna ; Nord Est ;1,05
 IIsem ; Bologna ; Tribunale ; Ferrara ; UPP 2 di 6 ; Sezione Civile Unica ; One to One ;638;668;2;1;668; Emilia-Romagna ; Nord Est ;1,05
 IIsem ; Bologna ; Tribunale ; Ferrara ; UPP 3 di 6 ; Sezione Civile Unica ; Mini Pool ;638;668;2;2;334; Emilia-Romagna ; Nord Est ;1,05
 IIsem ; Bologna ; Tribunale ; Ferrara ; UPP 4 di 6 ; Sezione Civile Unica ; One to One ;319;334;1;1;334; Emilia-Romagna ; Nord Est ;1,05
 IIsem ; Bologna ; Tribunale ; Forli ; UPP 1 di 6 ; Sezione Civile Unica ; Rotazione ;573;563;2;2;281; Emilia-Romagna ; Nord Est ;0,98
 IIsem ; Bologna ; Tribunale ; Forli ; UPP 2 di 6 ; Sezione Civile Unica ; Assegnazione al fascicolo ;859;844;3;3;281; Emilia-Romagna ; Nord Est ;0,98
 IIsem ; Bologna ; Tribunale ; Forli ; UPP 3 di 6 ; Sezione Civile Unica ; One to One ;859;844;3;3;281; Emilia-Romagna ; Nord Est ;0,98
 IIsem ; Bologna ; Tribunale ; Forli ; UPP 4 di 6 ; Sezione Lavoro Unica ; Mini Pool ;426;412;2;2;206; Emilia-Romagna ; Nord Est ;0,97
 IIsem ; Bologna ; Tribunale ; Forli ; UPP 5 di 6 ; Sezione Civile Unica ; Assegnazione al fascicolo ;573;563;2; -   ; -   ; Emilia-Romagna ; Nord Est ;0,98
 IIsem ; Bologna ; Tribunale ; Modena ; UPP 1 di 6 ; Prima Sezione Civile ; Mini Pool ;413;563;5;5;113; Emilia-Romagna ; Nord Est ;1,36
 IIsem ; Bologna ; Tribunale ; Modena ; UPP 2 di 6 ; Seconda Sezione Civile ; Mini Pool ;2.379;2.553;6;7;365; Emilia-Romagna ; Nord Est ;1,07
 IIsem ; Bologna ; Tribunale ; Modena ; UPP 3 di 6 ; Terza Sezione Civile ; Mini Pool ;1.003;858;7;6;143; Emilia-Romagna ; Nord Est ;0,86
 IIsem ; Bologna ; Tribunale ; Parma ; UPP 2 di 5 ; Prima Sezione Civile ; One to One ;2.340;2.460;7;8;308; Emilia-Romagna ; Nord Est ;1,05
 IIsem ; Bologna ; Tribunale ; Parma ; UPP 3 di 5 ; Seconda Sezione Civile ; One to One ;1.044;1.126;7;6;188; Emilia-Romagna ; Nord Est ;1,08
 IIsem ; Bologna ; Tribunale ; Piacenza ; UPP 1 di 1 ; Sezione Civile Unica ; One to One ;3.216;3.169;6;27;117; Emilia-Romagna ; Nord Est ;0,99
 IIsem ; Bologna ; Tribunale ; Ravenna ; UPP 1 di 4 ; Sezione Civile Unica ; Rotazione ;1.146;1.208;3;2;604; Emilia-Romagna ; Nord Est ;1,05
 IIsem ; Bologna ; Tribunale ; Ravenna ; UPP 2 di 4 ; Sezione Civile Unica ; Rotazione ;2.673;2.820;7;5;564; Emilia-Romagna ; Nord Est ;1,05
 IIsem ; Bologna ; Tribunale ; Ravenna ; UPP 3 di 4 ; Sezione Lavoro Unica ; Assegnazione al fascicolo ;548;540;1; -   ; -   ; Emilia-Romagna ; Nord Est ;0,99
 IIsem ; Bologna ; Tribunale ; Reggio Emilia ; UPP 3 di 5 ; Sezione Lavoro Unica ; One to One ;638;685;2;2;343; Emilia-Romagna ; Nord Est ;1,07
 IIsem ; Bologna ; Tribunale ; Reggio Emilia ; UPP 4 di 5 ; Prima Sezione Civile ; One to One ;4.699;4.708;7;8;589; Emilia-Romagna ; Nord Est ;1
 IIsem ; Bologna ; Tribunale ; Reggio Emilia ; UPP 5 di 5 ; Seconda Sezione Civile ; One to One ;323;368;5;5;74; Emilia-Romagna ; Nord Est ;1,14
 IIsem ; Bologna ; Tribunale ; Rimini ; UPP 1 di 6 ; Sezione Civile Unica ; One to One ;1.769;1.746;3;10;175; Emilia-Romagna ; Nord Est ;0,99
 IIsem ; Bologna ; Tribunale ; Rimini ; UPP 2 di 6 ; Sezione Civile Unica ; One to One ;1.179;1.164;2;3;388; Emilia-Romagna ; Nord Est ;0,99
 IIsem ; Bologna ; Tribunale ; Rimini ; UPP 3 di 6 ; Sezione Civile Unica ; One to One ;590;582;1;1;582; Emilia-Romagna ; Nord Est ;0,99
 IIsem ; Bolzano ; Corte di Appello ; BOLZANO ; UPP 1 di 1 ; Sezione Unica Promiscua ; One to One ;146;163;5; -   ; -   ; Trentino-Alto Adige ; Nord Est ;1,12
 IIsem ; Bolzano ; Tribunale ; Bolzano ; UPP 1 di 2 ; Seconda Sezione Civile ; Mini Pool ;1.768;1.782;11;1;1.782; Trentino-Alto Adige ; Nord Est ;1,01
 IIsem ; Brescia ; Corte di Appello ; Brescia ; UPP 3 di 7 ; Prima Sezione Civile ; One to One ;234;254;5;9;28; Lombardia ; Nord Ovest ;1,09
 IIsem ; Brescia ; Corte di Appello ; Brescia ; UPP 4 di 7 ; Seconda Sezione Civile ; Rotazione ;218;301;5;7;43; Lombardia ; Nord Ovest ;1,38
 IIsem ; Brescia ; Corte di Appello ; Brescia ; UPP 6 di 7 ; Sezione Lavoro Unica ; One to One ;219;150;4;1;150; Lombardia ; Nord Ovest ;0,68
 IIsem ; Brescia ; Tribunale ; Bergamo ; UPP 1 di 7 ; Prima Sezione Civile ; One to One ;1.419;1.058;6;5;212; Lombardia ; Nord Ovest ;0,75
 IIsem ; Brescia ; Tribunale ; Bergamo ; UPP 2 di 7 ; Seconda Sezione Civile ; Mini Pool ;117;118;5;2;59; Lombardia ; Nord Ovest ;1,01
 IIsem ; Brescia ; Tribunale ; Bergamo ; UPP 3 di 7 ; Terza Sezione Civile ; One to One ;824;882;6;3;294; Lombardia ; Nord Ovest ;1,07
 IIsem ; Brescia ; Tribunale ; Bergamo ; UPP 4 di 7 ; Quarta Sezione Civile ; One to One ;409;362;3;4;91; Lombardia ; Nord Ovest ;0,89
 IIsem ; Brescia ; Tribunale ; Brescia ; UPP 10 di 14 ; Sezione Lavoro Unica ; One to One ;1.357;1.563;5;5;313; Lombardia ; Nord Ovest ;1,15
 IIsem ; Brescia ; Tribunale ; Brescia ; UPP 11 di 14 ; Sezione Civile Immigrazione ; Mini Pool ;4.986;1.917;5;10;192; Lombardia ; Nord Ovest ;0,38
 IIsem ; Brescia ; Tribunale ; Brescia ; UPP 5 di 14 ; Prima Sezione Civile ; One to One ;1.070;1.141;4;5;228; Lombardia ; Nord Ovest ;1,07
 IIsem ; Brescia ; Tribunale ; Brescia ; UPP 6 di 14 ; Seconda Sezione Civile ; One to One ;479;516;6;5;103; Lombardia ; Nord Ovest ;1,08
 IIsem ; Brescia ; Tribunale ; Brescia ; UPP 7 di 14 ; Terza Sezione Civile ; One to One ;2.019;2.420;7;11;220; Lombardia ; Nord Ovest ;1,2
 IIsem ; Brescia ; Tribunale ; Brescia ; UPP 8 di 14 ; Quarta Sezione Civile ; One to One ;296;268;4;6;45; Lombardia ; Nord Ovest ;0,91
 IIsem ; Brescia ; Tribunale ; Brescia ; UPP 9 di 14 ; Tribunale delle Imprese ; One to One ;318;373;4;5;75; Lombardia ; Nord Ovest ;1,17
 IIsem ; Brescia ; Tribunale ; Cremona ; UPP 2 di 4 ; Sezione Civile Unica ; Assegnazione al fascicolo ;851;861;2;3;287; Lombardia ; Nord Ovest ;1,01
 IIsem ; Brescia ; Tribunale ; Cremona ; UPP 3 di 4 ; Sezione Civile Unica ; Assegnazione al fascicolo ;851;861;2; -   ; -   ; Lombardia ; Nord Ovest ;1,01
 IIsem ; Brescia ; Tribunale ; Cremona ; UPP 4 di 4 ; Sezione Civile Unica ; Rotazione ;1.277;1.292;3; -   ; -   ; Lombardia ; Nord Ovest ;1,01
 IIsem ; Brescia ; Tribunale ; Mantova ; UPP 1 di 4 ; Prima Sezione Civile ; One to One ;4.217;4.134;10;8;517; Lombardia ; Nord Ovest ;0,98
 IIsem ; Brescia ; Tribunale ; Mantova ; UPP 2 di 4 ; Prima Sezione Civile ; One to One ;843;827;2;4;207; Lombardia ; Nord Ovest ;0,98
 IIsem ; Cagliari ; Corte di Appello ; Cagliari ; UPP 5 di 5 ; Sezione Civile Agraria ; One to One ;1; -   ;3;3; -   ; Sardegna ; Isole ; -   
 IIsem ; Cagliari ; Corte di Appello ; Cagliari ; UPP 5 di 5 ; Sezione Civile Unica ; One to One ;506;544;10;11;48; Sardegna ; Isole ;1,08
 IIsem ; Cagliari ; Corte di Appello ; Cagliari ; UPP 5 di 5 ; Tribunale delle Acque Pubbliche ; One to One ; -   ; -   ;3;3; -   ; Sardegna ; Isole ; -   
 IIsem ; Cagliari ; Tribunale ; Cagliari ; UPP 1 di 8 ; Prima Sezione Civile ; One to One ;1.415;1.443;5;19;76; Sardegna ; Isole ;1,02
 IIsem ; Cagliari ; Tribunale ; Cagliari ; UPP 2 di 8 ; Sezione Lavoro Unica ; One to One ;2.280;2.042;7;7;292; Sardegna ; Isole ;0,9
 IIsem ; Cagliari ; Tribunale ; Cagliari ; UPP 3 di 8 ; Seconda Sezione Civile ; Mini Pool ;1.489;1.347;10;18;76; Sardegna ; Isole ;0,9
 IIsem ; Cagliari ; Tribunale ; Cagliari ; UPP 3 di 8 ; Sezione Civile Agraria ; Mini Pool ;5;4;3;5;1; Sardegna ; Isole ;0,8
 IIsem ; Cagliari ; Tribunale ; Cagliari ; UPP 4 di 8 ; Sezione Civile Immigrazione ; Mini Pool ;1.063;515;3;7;74; Sardegna ; Isole ;0,48
 IIsem ; Cagliari ; Tribunale ; Cagliari ; UPP 5 di 8 ; Esecuzioni immobiliari ; One to One ; -   ; -   ;2;2; -   ; Sardegna ; Isole ; -   
 IIsem ; Cagliari ; Tribunale ; Cagliari ; UPP 5 di 8 ; Sez. Fallimentare ; One to One ; -   ; -   ;2;2; -   ; Sardegna ; Isole ; -   
 IIsem ; Cagliari ; Tribunale ; Cagliari ; UPP 5 di 8 ; Tribunale delle Imprese ; One to One ;25;24;5;6;4; Sardegna ; Isole ;0,96
 IIsem ; Cagliari ; Tribunale ; Oristano ; UPP 1 di 2 ; Sezione Civile Unica ; Mini Pool ;894;767;7;7;110; Sardegna ; Isole ;0,86
 IIsem ; Caltanissetta ; Corte di Appello ; Caltanissetta ; UPP 1 di 2 ; Sezione Civile Unica ; One to One ;364;433;5;9;49; Sicilia ; Isole ;1,19
 IIsem ; Caltanissetta ; Corte di Appello ; Caltanissetta ; UPP 1 di 2 ; Sezione promiscua minorenni ; Assegnazione al fascicolo ;4;3;4;4;1; Sicilia ; Isole ;0,75
 IIsem ; Caltanissetta ; Tribunale ; Caltanissetta ; UPP 1 di 6 ; Sezione Civile Unica ; One to One ;1.671;1.483;12;19;78; Sicilia ; Isole ;0,89
 IIsem ; Caltanissetta ; Tribunale ; Caltanissetta ; UPP 2 di 6 ; Sezione Civile Immigrazione ; One to One ;738;385;2;2;193; Sicilia ; Isole ;0,52
 IIsem ; Caltanissetta ; Tribunale ; Enna ; UPP 1 di 1 ; Sezione Civile Unica ; One to One ;2.722;2.720;5;32;85; Sicilia ; Isole ;1
 IIsem ; Caltanissetta ; Tribunale ; Gela ; UPP 1 di 5 ; Sezione Civile Unica ; Rotazione ;353;342;2;4;86; Sicilia ; Isole ;0,97
 IIsem ; Caltanissetta ; Tribunale ; Gela ; UPP 2 di 5 ; Sezione Civile Unica ; Mini Pool ;353;342;2;2;171; Sicilia ; Isole ;0,97
 IIsem ; Caltanissetta ; Tribunale ; Gela ; UPP 3 di 5 ; Sezione Civile Unica ; Mini Pool ;353;342;2;2;171; Sicilia ; Isole ;0,97
 IIsem ; Caltanissetta ; Tribunale ; Gela ; UPP 4 di 5 ; Sezione Civile Unica ; Mini Pool ;353;342;2;2;171; Sicilia ; Isole ;0,97
 IIsem ; Campobasso ; Tribunale ; Campobasso ; UPP 1 di 2 ; Sezione Civile Unica ; One to One ;1.874;1.722;6;8;215; Molise ; Sud ;0,92
 IIsem ; Catania ; Corte di Appello ; Catania ; UPP 2 di 9 ; Prima Sezione Civile ; Rotazione ;700;755;7;4;189; Sicilia ; Isole ;1,08
 IIsem ; Catania ; Corte di Appello ; Catania ; UPP 3 di 9 ; Seconda Sezione Civile ; Rotazione ;493;335;6;4;84; Sicilia ; Isole ;0,68
 IIsem ; Catania ; Corte di Appello ; Catania ; UPP 4 di 9 ; Sezione Lavoro Unica ; One to One ;475;663;6;10;66; Sicilia ; Isole ;1,4
 IIsem ; Catania ; Tribunale ; Catania ; UPP 1 di 13 ; Prima Sezione Civile ; Rotazione ;2.790;2.645;8;8;331; Sicilia ; Isole ;0,95
 IIsem ; Catania ; Tribunale ; Catania ; UPP 13 di 13 ; Prima Sezione Civile ; One to One ;349;331;1;18;18; Sicilia ; Isole ;0,95
 IIsem ; Catania ; Tribunale ; Catania ; UPP 2 di 13 ; Prima Sezione Civile ; Rotazione ;1.744;1.653;5;9;184; Sicilia ; Isole ;0,95
 IIsem ; Catania ; Tribunale ; Catania ; UPP 3 di 13 ; Sezione Lavoro Unica ; Rotazione ;6.036;5.845;14;14;418; Sicilia ; Isole ;0,97
 IIsem ; Catania ; Tribunale ; Catania ; UPP 4 di 13 ; Terza Sezione Civile ; Rotazione ;633;925;6;11;84; Sicilia ; Isole ;1,46
 IIsem ; Catania ; Tribunale ; Catania ; UPP 5 di 13 ; Quarta Sezione Civile ; One to One ;2.054;2.067;4;8;276; Sicilia ; Isole ;1,01
 IIsem ; Catania ; Tribunale ; Catania ; UPP 5 di 13 ; Tribunale delle Imprese ; Mini Pool ;91;92;4;8;12; Sicilia ; Isole ;1,01
 IIsem ; Catania ; Tribunale ; Catania ; UPP 6 di 13 ; Quinta Sezione Civile ; One to One ;1.151;1.582;7;11;144; Sicilia ; Isole ;1,37
 IIsem ; Catania ; Tribunale ; Catania ; UPP 7 di 13 ; Sesta Sezione Civile ; Assegnazione al fascicolo ;97;122;16;4;31; Sicilia ; Isole ;1,26
 IIsem ; Catania ; Tribunale ; Ragusa ; UPP 1 di 7 ; Sezione Civile Unica ; Assegnazione al fascicolo ;1.282;1.299;11;6;216; Sicilia ; Isole ;1,01
 IIsem ; Catania ; Tribunale ; Ragusa ; UPP 2 di 7 ; Sezione Civile Unica ; Assegnazione al fascicolo ;933;945;8;6;157; Sicilia ; Isole ;1,01
 IIsem ; Catania ; Tribunale ; Ragusa ; UPP 3 di 7 ; Sezione Civile Unica ; Assegnazione al fascicolo ;1.166;1.181;10;13;91; Sicilia ; Isole ;1,01
 IIsem ; Catania ; Tribunale ; Ragusa ; UPP 4 di 7 ; Sezione Civile Unica ; Mini Pool ;466;472;4;6;79; Sicilia ; Isole ;1,01
 IIsem ; Catania ; Tribunale ; Ragusa ; UPP 5 di 7 ; Sezione Civile Unica ; Assegnazione al fascicolo ;700;708;6;3;236; Sicilia ; Isole ;1,01
 IIsem ; Catania ; Tribunale ; Siracusa ; UPP 1 di 5 ; Prima Sezione Civile ; One to One ;1.759;1.325;6;8;166; Sicilia ; Isole ;0,75
 IIsem ; Catania ; Tribunale ; Siracusa ; UPP 2 di 5 ; Seconda Sezione Civile ; One to One ;1.578;2.012;7;11;185; Sicilia ; Isole ;1,28
 IIsem ; Catania ; Tribunale ; Siracusa ; UPP 2 di 5 ; Sezione esecuzioni ; One to One ; -   ; -   ;2;3; -   ; Sicilia ; Isole ; -   
