 Semestre ; Distretto ; Tipo Ufficio ; Sede ; Numero scheda Upp ; Desc Sezione ; Modello organizzativo prevalentemente utilizzato nell'Upp ; Somma di sopravvenuti x UPP ; Somma di definiti x UPP ;n. giudici supportati dall' upp x upp/sezione; addetti per upp/sezione (stima basata su giudici supportati) ; definiti per addetto ; Regione ; Area ; CR 
 IIsem ; Catania ; Tribunale ; Siracusa ; UPP 3 di 5 ; Prima Sezione Civile ; One to One ;1.172;883;4;7;126; Sicilia ; Isole ;0,75
 IIsem ; Catanzaro ; Corte di Appello ; Catanzaro ; UPP 1 di 8 ; Prima Sezione Civile ; One to One ;704;398;6;14;28; Calabria ; Sud ;0,57
 IIsem ; Catanzaro ; Corte di Appello ; Catanzaro ; UPP 2 di 8 ; Seconda Sezione Civile ; One to One ;781;573;4;10;57; Calabria ; Sud ;0,73
 IIsem ; Catanzaro ; Corte di Appello ; Catanzaro ; UPP 3 di 8 ; Sezione Lavoro Unica ; One to One ;573;646;6;7;92; Calabria ; Sud ;1,13
 IIsem ; Catanzaro ; Tribunale ; Castrovillari ; UPP 2 di 3 ; Sezione Civile Unica ; Mini Pool ;5.546;5.436;18;29;187; Calabria ; Sud ;0,98
 IIsem ; Catanzaro ; Tribunale ; Catanzaro ; UPP 1 di 4 ; Prima Sezione Civile ; One to One ;5.228;2.924;16;27;108; Calabria ; Sud ;0,56
 IIsem ; Catanzaro ; Tribunale ; Catanzaro ; UPP 2 di 4 ; Seconda Sezione Civile ; One to One ;901;1.137;6;14;81; Calabria ; Sud ;1,26
 IIsem ; Catanzaro ; Tribunale ; Cosenza ; UPP 1 di 1 ; Prima Sezione Civile ; One to One ;809;874;10;22;40; Calabria ; Sud ;1,08
 IIsem ; Catanzaro ; Tribunale ; Cosenza ; UPP 1 di 1 ; Seconda Sezione Civile ; One to One ;821;913;8;17;52; Calabria ; Sud ;1,11
 IIsem ; Catanzaro ; Tribunale ; Cosenza ; UPP 1 di 1 ; Sezione Lavoro Unica ; One to One ;2.686;2.713;5;11;250; Calabria ; Sud ;1,01
 IIsem ; Catanzaro ; Tribunale ; Crotone ; UPP 1 di 5 ; Sezione Civile Unica ; One to One ;636;578;3;3;193; Calabria ; Sud ;0,91
 IIsem ; Catanzaro ; Tribunale ; Crotone ; UPP 2 di 5 ; Sezione Civile Unica ; One to One ;636;578;3;5;116; Calabria ; Sud ;0,91
 IIsem ; Catanzaro ; Tribunale ; Crotone ; UPP 3 di 5 ; Sezione Civile Unica ; One to One ;1.272;1.157;6;10;116; Calabria ; Sud ;0,91
 IIsem ; Catanzaro ; Tribunale ; Lamezia Terme ; UPP 2 di 3 ; Sezione Civile Unica ; One to One ;1.744;2.007;6;15;134; Calabria ; Sud ;1,15
 IIsem ; Catanzaro ; Tribunale ; Lamezia Terme ; UPP 3 di 3 ; RUOLI SPECIALISTICI:LAVORO E PREVIDENZA-ESECUZIONE E FALLIMENTI-VOLONTARIA GIURISDIZIONE ; One to One ; -   ; -   ;2;3; -   ; Calabria ; Sud ; -   
 IIsem ; Catanzaro ; Tribunale ; Lamezia Terme ; UPP 3 di 3 ; Sezione Civile Unica ; One to One ;291;334;1;1;251; Calabria ; Sud ;1,15
 IIsem ; Catanzaro ; Tribunale ; Paola ; UPP 1 di 8 ; Sezione Civile Unica ; Mini Pool ;182;211;2;2;105; Calabria ; Sud ;1,16
 IIsem ; Catanzaro ; Tribunale ; Paola ; UPP 2 di 8 ; Sezione Civile Unica ; Mini Pool ;636;738;7;16;46; Calabria ; Sud ;1,16
 IIsem ; Catanzaro ; Tribunale ; Paola ; UPP 3 di 8 ; Sezione Civile Unica ; Mini Pool ;182;211;2; -   ; -   ; Calabria ; Sud ;1,16
 IIsem ; Catanzaro ; Tribunale ; Paola ; UPP 4 di 8 ; Sezione Civile Unica ; Mini Pool ;454;527;5; -   ; -   ; Calabria ; Sud ;1,16
 IIsem ; Catanzaro ; Tribunale ; Paola ; UPP 5 di 8 ; Sezione Civile Unica ; Mini Pool ;272;316;3; -   ; -   ; Calabria ; Sud ;1,16
 IIsem ; Catanzaro ; Tribunale ; Vibo Valentia ; UPP 1 di 1 ; Sezione Civile Unica ; One to One ;2.389;2.174;10;39;56; Calabria ; Sud ;0,91
 IIsem ; Firenze ; Corte di Appello ; Firenze ; UPP 1 di 1 ; Prima Sezione Civile ; Mini Pool ;418;411;7;18;23; Toscana ; Centro ;0,98
 IIsem ; Firenze ; Corte di Appello ; Firenze ; UPP 1 di 1 ; Quarta Sezione Civile ; Mini Pool ;258;243;5;13;19; Toscana ; Centro ;0,94
 IIsem ; Firenze ; Corte di Appello ; Firenze ; UPP 1 di 1 ; Seconda Sezione Civile ; Mini Pool ;279;360;5;13;28; Toscana ; Centro ;1,29
 IIsem ; Firenze ; Corte di Appello ; Firenze ; UPP 1 di 1 ; Sezione Lavoro Unica ; Mini Pool ;465;385;6;15;25; Toscana ; Centro ;0,83
 IIsem ; Firenze ; Corte di Appello ; Firenze ; UPP 1 di 1 ; Terza Sezione Civile ; Mini Pool ;343;317;3;8;41; Toscana ; Centro ;0,92
 IIsem ; Firenze ; Corte di Appello ; Firenze ; UPP 1 di 1 ; Tribunale delle Acque Pubbliche ; Mini Pool ;14;13;5;13;1; Toscana ; Centro ;0,93
 IIsem ; Firenze ; Tribunale ; Arezzo ; UPP 1 di 8 ; Sezione Civile Unica ; One to One ;367;385;3;5;77; Toscana ; Centro ;1,05
 IIsem ; Firenze ; Tribunale ; Arezzo ; UPP 2 di 8 ; Sezione Civile Unica ; Mini Pool ;490;513;4;6;85; Toscana ; Centro ;1,05
 IIsem ; Firenze ; Tribunale ; Arezzo ; UPP 3 di 8 ; Sezione Civile Unica ; One to One ;245;256;2;2;128; Toscana ; Centro ;1,05
 IIsem ; Firenze ; Tribunale ; Arezzo ; UPP 4 di 8 ; Sezione Civile Unica ; One to One ;122;128;1;1;128; Toscana ; Centro ;1,05
 IIsem ; Firenze ; Tribunale ; Arezzo ; UPP 7 di 8 ; Sezione Civile Unica ; Mini Pool ;1.347;1.411;11;5;282; Toscana ; Centro ;1,05
 IIsem ; Firenze ; Tribunale ; Arezzo ; UPP 8 di 8 ; Sezione Civile Unica ; Mini Pool ;980;1.026;8;14;73; Toscana ; Centro ;1,05
 IIsem ; Firenze ; Tribunale ; Firenze ; UPP 1 di 12 ; Sezione Lavoro Unica ; Mini Pool ;1.961;1.891;5;5;378; Toscana ; Centro ;0,96
 IIsem ; Firenze ; Tribunale ; Firenze ; UPP 2 di 12 ; Prima Sezione Civile ; Mini Pool ;540;532;9;3;177; Toscana ; Centro ;0,99
 IIsem ; Firenze ; Tribunale ; Firenze ; UPP 3 di 12 ; Seconda Sezione Civile ; Rotazione ;1.137;1.342;7;3;447; Toscana ; Centro ;1,18
 IIsem ; Firenze ; Tribunale ; Firenze ; UPP 4 di 12 ; Terza Sezione Civile ; One to One ;919;1.330;10;18;74; Toscana ; Centro ;1,45
 IIsem ; Firenze ; Tribunale ; Firenze ; UPP 5 di 12 ; Sezione Civile Immigrazione ; Mini Pool ;2.833;1.356;6;17;80; Toscana ; Centro ;0,48
 IIsem ; Firenze ; Tribunale ; Firenze ; UPP 6 di 12 ; Tribunale delle Imprese ; Rotazione ;178;274;5;3;91; Toscana ; Centro ;1,54
 IIsem ; Firenze ; Tribunale ; Livorno ; UPP 1 di 8 ; Prima Sezione Civile ; Mini Pool ;2.530;2.510;8;4;628; Toscana ; Centro ;0,99
 IIsem ; Firenze ; Tribunale ; Livorno ; UPP 2 di 8 ; Prima Sezione Civile ; Mini Pool ;633;628;2;3;209; Toscana ; Centro ;0,99
 IIsem ; Firenze ; Tribunale ; Livorno ; UPP 3 di 8 ; Prima Sezione Civile ; Mini Pool ;633;628;2;4;157; Toscana ; Centro ;0,99
 IIsem ; Firenze ; Tribunale ; Livorno ; UPP 4 di 8 ; Sezione Lavoro Unica ; Assegnazione al fascicolo ;703;663;2;1;663; Toscana ; Centro ;0,94
 IIsem ; Firenze ; Tribunale ; Lucca ; UPP 1 di 8 ; Sezione Civile Unica ; Mini Pool ;2.430;2.413;10;10;241; Toscana ; Centro ;0,99
 IIsem ; Firenze ; Tribunale ; Lucca ; UPP 2 di 8 ; Sezione Civile Unica ; One to One ;243;241;1;1;241; Toscana ; Centro ;0,99
 IIsem ; Firenze ; Tribunale ; Lucca ; UPP 5 di 8 ; Sezione Civile Unica ; Assegnazione al fascicolo ;1.458;1.448;6;2;724; Toscana ; Centro ;0,99
 IIsem ; Firenze ; Tribunale ; Lucca ; UPP 6 di 8 ; Sezione Civile Unica ; Assegnazione al fascicolo ;486;483;2;1;483; Toscana ; Centro ;0,99
 IIsem ; Firenze ; Tribunale ; Lucca ; UPP 7 di 8 ; Sezione Civile Unica ; One to One ;243;241;1;1;241; Toscana ; Centro ;0,99
 IIsem ; Firenze ; Tribunale ; Lucca ; UPP 8 di 8 ; Sezione Civile Unica ; One to One ;243;241;1;1;241; Toscana ; Centro ;0,99
 IIsem ; Firenze ; Tribunale ; Pisa ; UPP 2 di 8 ; Prima Sezione Civile ; One to One ;1.344;1.566;12;18;87; Toscana ; Centro ;1,17
 IIsem ; Firenze ; Tribunale ; Pisa ; UPP 3 di 8 ; Seconda Sezione Civile ; One to One ; -   ; -   ;7;14; -   ; Toscana ; Centro ; -   
 IIsem ; Firenze ; Tribunale ; Pisa ; UPP 4 di 8 ; Sezione Lavoro Unica ; One to One ;806;1.041;2;2;521; Toscana ; Centro ;1,29
 IIsem ; Firenze ; Tribunale ; Pisa ; UPP 5 di 8 ; Esecuzioni Mobiliari ; One to One ; -   ; -   ;2;1; -   ; Toscana ; Centro ; -   
 IIsem ; Firenze ; Tribunale ; Pisa ; UPP 5 di 8 ; Prima Sezione Civile ; One to One ;224;261;2;1;261; Toscana ; Centro ;1,17
 IIsem ; Firenze ; Tribunale ; Pisa ; UPP 6 di 8 ; Crisi d'Impresa ; One to One ; -   ; -   ;2;1; -   ; Toscana ; Centro ; -   
 IIsem ; Firenze ; Tribunale ; Pisa ; UPP 6 di 8 ; Prima Sezione Civile ; One to One ;224;261;2;1;261; Toscana ; Centro ;1,17
 IIsem ; Firenze ; Tribunale ; Pistoia ; UPP 1 di 2 ; Sezione Civile Unica ; One to One ;1.651;1.855;9;10;186; Toscana ; Centro ;1,12
 IIsem ; Firenze ; Tribunale ; Prato ; UPP 1 di 2 ; Sezione Civile Unica ; Mini Pool ;1.312;1.586;9;12;132; Toscana ; Centro ;1,21
 IIsem ; Firenze ; Tribunale ; Siena ; UPP 1 di 5 ; Sezione Civile Unica ; One to One ;1.138;1.269;6;5;254; Toscana ; Centro ;1,12
 IIsem ; Firenze ; Tribunale ; Siena ; UPP 2 di 5 ; Sezione Civile Unica ; One to One ;190;212;1;2;106; Toscana ; Centro ;1,12
 IIsem ; Firenze ; Tribunale ; Siena ; UPP 3 di 5 ; Sezione Civile Unica ; One to One ;379;423;2;2;212; Toscana ; Centro ;1,12
 IIsem ; Genova ; Corte di Appello ; Genova ; UPP 1 di 7 ; Prima Sezione Civile ; One to One ;229;329;6;8;41; Liguria ; Nord Ovest ;1,44
 IIsem ; Genova ; Corte di Appello ; Genova ; UPP 2 di 7 ; Seconda Sezione Civile ; One to One ;239;246;5;8;31; Liguria ; Nord Ovest ;1,03
 IIsem ; Genova ; Corte di Appello ; Genova ; UPP 3 di 7 ; Terza Sezione Civile ; One to One ;197;225;5;10;23; Liguria ; Nord Ovest ;1,14
 IIsem ; Genova ; Corte di Appello ; Genova ; UPP 4 di 7 ; Sezione Lavoro Unica ; One to One ;172;214;5;3;71; Liguria ; Nord Ovest ;1,24
 IIsem ; Genova ; Tribunale ; Genova ; UPP 1 di 12 ; Prima Sezione Civile ; Mini Pool ;199;219;6;3;73; Liguria ; Nord Ovest ;1,1
 IIsem ; Genova ; Tribunale ; Genova ; UPP 1 di 12 ; Quinta Sezione Civile ; Mini Pool ;68;69;6;3;23; Liguria ; Nord Ovest ;1,01
 IIsem ; Genova ; Tribunale ; Genova ; UPP 2 di 12 ; Seconda Sezione Civile ; One to One ;275;367;4;8;46; Liguria ; Nord Ovest ;1,33
 IIsem ; Genova ; Tribunale ; Genova ; UPP 3 di 12 ; Sezione Civile Agraria ; One to One ; -   ; -   ;6;4; -   ; Liguria ; Nord Ovest ; -   
 IIsem ; Genova ; Tribunale ; Genova ; UPP 3 di 12 ; Terza Sezione Civile ; One to One ;1.200;1.278;6;4;365; Liguria ; Nord Ovest ;1,07
 IIsem ; Genova ; Tribunale ; Genova ; UPP 4 di 12 ; Quarta Sezione Civile ; One to One ;1.072;1.056;7;9;117; Liguria ; Nord Ovest ;0,99
 IIsem ; Genova ; Tribunale ; Genova ; UPP 5 di 12 ; Sesta Sezione Civile ; One to One ;388;528;5;7;75; Liguria ; Nord Ovest ;1,36
 IIsem ; Genova ; Tribunale ; Genova ; UPP 6 di 12 ; Settima Sezione Civile ; One to One ;108;105;6;7;15; Liguria ; Nord Ovest ;0,97
 IIsem ; Genova ; Tribunale ; Genova ; UPP 7 di 12 ; Sezione Civile Immigrazione ; One to One ;2.539;614;5;8;77; Liguria ; Nord Ovest ;0,24
 IIsem ; Genova ; Tribunale ; Genova ; UPP 8 di 12 ; Sezione Lavoro Unica ; One to One ;2.522;2.426;7;9;270; Liguria ; Nord Ovest ;0,96
 IIsem ; Genova ; Tribunale ; Imperia ; UPP 1 di 5 ; Sezione Civile Unica ; Mini Pool ;213;215;1;2;107; Liguria ; Nord Ovest ;1,01
 IIsem ; Genova ; Tribunale ; Imperia ; UPP 2 di 5 ; Sezione Civile Unica ; Mini Pool ;638;645;3;2;322; Liguria ; Nord Ovest ;1,01
 IIsem ; Genova ; Tribunale ; Imperia ; UPP 3 di 5 ; Sezione Civile Unica ; Rotazione ;425;430;2;2;215; Liguria ; Nord Ovest ;1,01
 IIsem ; Genova ; Tribunale ; La Spezia ; UPP 1 di 2 ; Sezione Civile Unica ; Mini Pool ;2.940;3.048;12;10;305; Liguria ; Nord Ovest ;1,04
 IIsem ; Genova ; Tribunale ; Massa ; UPP 1 di 1 ; Sezione Civile Unica ; One to One ;2.130;2.255;8;18;125; Toscana ; Centro ;1,06
 IIsem ; Genova ; Tribunale ; Savona ; UPP 1 di 7 ; Sezione Civile Unica ; One to One ;166;161;2;2;80; Liguria ; Nord Ovest ;0,97
 IIsem ; Genova ; Tribunale ; Savona ; UPP 2 di 7 ; Sezione Civile Unica ; One to One ;249;241;3;2;120; Liguria ; Nord Ovest ;0,97
 IIsem ; Genova ; Tribunale ; Savona ; UPP 3 di 7 ; Sezione Civile Unica ; One to One ;415;401;5;3;134; Liguria ; Nord Ovest ;0,97
 IIsem ; Genova ; Tribunale ; Savona ; UPP 4 di 7 ; Sezione Civile Unica ; One to One ;166;161;2;1;161; Liguria ; Nord Ovest ;0,97
 IIsem ; L'Aquila ; Corte di Appello ; L'Aquila ; UPP 1 di 9 ; Sezione Civile Unica ; Collegio ;113;148;3;7;21; Abbruzzo ; Sud ;1,31
 IIsem ; L'Aquila ; Corte di Appello ; L'Aquila ; UPP 2 di 9 ; Sezione Civile Unica ; Collegio ;113;148;3;7;21; Abbruzzo ; Sud ;1,31
 IIsem ; L'Aquila ; Corte di Appello ; L'Aquila ; UPP 3 di 9 ; Sezione Civile Unica ; Collegio ;151;198;4;7;28; Abbruzzo ; Sud ;1,31
 IIsem ; L'Aquila ; Corte di Appello ; L'Aquila ; UPP 4 di 9 ; Sezione Lavoro Unica ; Collegio ;247;245;4;1;245; Abbruzzo ; Sud ;0,99
 IIsem ; L'Aquila ; Corte di Appello ; L'Aquila ; UPP 5 di 9 ; Sezione Civile Unica ; Collegio ;189;247;5;2;124; Abbruzzo ; Sud ;1,31
 IIsem ; L'Aquila ; Tribunale ; Chieti ; UPP 2 di 5 ; Prima Sezione Civile ; Mini Pool ;1.512;1.427;4;7;204; Abbruzzo ; Sud ;0,94
 IIsem ; L'Aquila ; Tribunale ; Chieti ; UPP 3 di 5 ; Prima Sezione Civile ; Mini Pool ;756;713;2;2;357; Abbruzzo ; Sud ;0,94
 IIsem ; L'Aquila ; Tribunale ; Chieti ; UPP 5 di 5 ; Prima Sezione Civile ; Mini Pool ;378;357;1;2;178; Abbruzzo ; Sud ;0,94
 IIsem ; L'Aquila ; Tribunale ; Pescara ; UPP 2 di 7 ; Sezione Civile Unica ; One to One ;566;536;3;4;134; Abbruzzo ; Sud ;0,95
 IIsem ; L'Aquila ; Tribunale ; Pescara ; UPP 3 di 7 ; Sezione Civile Unica ; One to One ;754;715;4;7;102; Abbruzzo ; Sud ;0,95
 IIsem ; L'Aquila ; Tribunale ; Pescara ; UPP 4 di 7 ; Sezione Civile Unica ; One to One ;377;357;2; -   ; -   ; Abbruzzo ; Sud ;0,95
 IIsem ; L'Aquila ; Tribunale ; Pescara ; UPP 5 di 7 ; Sezione Civile Unica ; Mini Pool ;566;536;3;2;268; Abbruzzo ; Sud ;0,95
 IIsem ; L'Aquila ; Tribunale ; Teramo ; UPP 1 di 6 ; Prima Sezione Civile ; Mini Pool ;2.377;2.395;14;11;218; Abbruzzo ; Sud ;1,01
 IIsem ; L'Aquila ; Tribunale ; Teramo ; UPP 2 di 6 ; Prima Sezione Civile ; Mini Pool ;340;342;2;2;171; Abbruzzo ; Sud ;1,01
 IIsem ; L'Aquila ; Tribunale ; Teramo ; UPP 3 di 6 ; Prima Sezione Civile ; Mini Pool ;340;342;2;1;342; Abbruzzo ; Sud ;1,01
 IIsem ; L'Aquila ; Tribunale ; Teramo ; UPP 6 di 6 ; Prima Sezione Civile ; Mini Pool ;509;513;3;6;86; Abbruzzo ; Sud ;1,01
 IIsem ; Lecce ; Corte di Appello ; Lecce ; UPP 1 di 6 ; Sezione Lavoro Unica ; Collegio ;397;348;4;6;58; Puglia ; Sud ;0,88
 IIsem ; Lecce ; Corte di Appello ; Lecce ; UPP 2 di 6 ; Prima Sezione Civile ; One to One ;255;299;5;9;33; Puglia ; Sud ;1,17
 IIsem ; Lecce ; Corte di Appello ; Lecce ; UPP 3 di 6 ; Seconda Sezione Civile ; One to One ;278;253;5;8;32; Puglia ; Sud ;0,91
 IIsem ; Lecce ; Tribunale ; Brindisi ; UPP 1 di 3 ; Sezione Civile Unica ; One to One ;5.779;5.122;12;25;205; Puglia ; Sud ;0,89
 IIsem ; Lecce ; Tribunale ; Brindisi ; UPP 2 di 3 ; Sezione Civile Unica ; One to One ;1.445;1.280;3;7;183; Puglia ; Sud ;0,89
 IIsem ; Lecce ; Tribunale ; Lecce ; UPP 1 di 27 ; Prima Sezione Civile ; Mini Pool ;1.042;841;8;13;65; Puglia ; Sud ;0,81
 IIsem ; Lecce ; Tribunale ; Lecce ; UPP 2 di 27 ; Prima Sezione Civile ; Mini Pool ;521;420;4;3;140; Puglia ; Sud ;0,81
 IIsem ; Lecce ; Tribunale ; Lecce ; UPP 3 di 27 ; Seconda Sezione Civile ; Mini Pool ;1.158;1.159;20;10;116; Puglia ; Sud ;1
 IIsem ; Lecce ; Tribunale ; Lecce ; UPP 4 di 27 ; Seconda Sezione Civile ; Mini Pool ;579;579;10;3;193; Puglia ; Sud ;1
 IIsem ; Lecce ; Tribunale ; Lecce ; UPP 6 di 27 ; Terza Sezione Civile ; Mini Pool ;445;478;4;4;120; Puglia ; Sud ;1,07
 IIsem ; Lecce ; Tribunale ; Lecce ; UPP 7 di 27 ; Terza Sezione Civile ; Mini Pool ;445;478;4;3;159; Puglia ; Sud ;1,07
 IIsem ; Lecce ; Tribunale ; Lecce ; UPP 8 di 27 ; Sezione Lavoro Unica ; Mini Pool ;8.027;7.302;7;9;811; Puglia ; Sud ;0,91
 IIsem ; Lecce ; Tribunale ; Lecce ; UPP 9 di 27 ; Prima Sezione Civile ; Mini Pool ;260;210;2;0;630; Puglia ; Sud ;0,81
 IIsem ; Lecce ; Tribunale ; Lecce ; UPP 9 di 27 ; Seconda Sezione Civile ; Mini Pool ;116;116;2;0;348; Puglia ; Sud ;1
 IIsem ; Lecce ; Tribunale ; Lecce ; UPP 9 di 27 ; Terza Sezione Civile ; Mini Pool ;223;239;2;0;717; Puglia ; Sud ;1,07
 IIsem ; Messina ; Corte di Appello ; Messina ; UPP 2 di 4 ; Prima Sezione Civile ; Rotazione ;376;344;5;8;46; Sicilia ; Isole ;0,91
 IIsem ; Messina ; Corte di Appello ; Messina ; UPP 2 di 4 ; Seconda Sezione Civile ; One to One ;804;853;5;8;114; Sicilia ; Isole ;1,06
 IIsem ; Messina ; Corte di Appello ; Messina ; UPP 3 di 4 ; Sezione Lavoro Unica ; One to One ;295;441;4;4;110; Sicilia ; Isole ;1,49
 IIsem ; Messina ; Tribunale ; Barcellona Pozzo di Gotto ; UPP 1 di 4 ; Sezione Civile Unica ; One to One ;1.366;1.734;8;12;145; Sicilia ; Isole ;1,27
 IIsem ; Messina ; Tribunale ; Barcellona Pozzo di Gotto ; UPP 2 di 4 ; Sezione Lavoro Unica ; One to One ;1.440;1.311;2;2;656; Sicilia ; Isole ;0,91
 IIsem ; Messina ; Tribunale ; Messina ; UPP 2 di 10 ; Prima Sezione Civile ; One to One ;1.284;1.262;3;6;210; Sicilia ; Isole ;0,98
 IIsem ; Messina ; Tribunale ; Messina ; UPP 3 di 10 ; Prima Sezione Civile ; One to One ;2.139;2.103;5;7;300; Sicilia ; Isole ;0,98
 IIsem ; Messina ; Tribunale ; Messina ; UPP 4 di 10 ; Terza Sezione Civile ; Mini Pool ;518;218;3;5;44; Sicilia ; Isole ;0,42
 IIsem ; Messina ; Tribunale ; Messina ; UPP 5 di 10 ; Impossibile Associare ; Collegio ;65;38;2;2;17; Sicilia ; Isole ;0,58
 IIsem ; Messina ; Tribunale ; Messina ; UPP 5 di 10 ; Seconda Sezione Civile ; Collegio ;538;860;7;8;111; Sicilia ; Isole ;1,6
 IIsem ; Messina ; Tribunale ; Messina ; UPP 6 di 10 ; Seconda Sezione Civile ; Collegio ;307;491;4;5;98; Sicilia ; Isole ;1,6
 IIsem ; Messina ; Tribunale ; Messina ; UPP 7 di 10 ; Sezione Lavoro Unica ; One to One ;3.455;3.332;6;13;256; Sicilia ; Isole ;0,96
 IIsem ; Messina ; Tribunale ; Patti ; UPP 1 di 2 ; Sezione Civile Unica ; One to One ;3.285;4.496;11;21;214; Sicilia ; Isole ;1,37
 IIsem ; Milano ; Corte di Appello ; Milano ; UPP 1 di 14 ; Prima Sezione Civile ; Rotazione ;484;564;9;13;43; Lombardia ; Nord Ovest ;1,17
 IIsem ; Milano ; Corte di Appello ; Milano ; UPP 2 di 14 ; Seconda Sezione Civile ; Assegnazione al fascicolo ;569;629;8;10;63; Lombardia ; Nord Ovest ;1,11
 IIsem ; Milano ; Corte di Appello ; Milano ; UPP 3 di 14 ; Terza Sezione Civile ; Rotazione ;431;448;9;8;56; Lombardia ; Nord Ovest ;1,04
 IIsem ; Milano ; Corte di Appello ; Milano ; UPP 4 di 14 ; Quarta Sezione Civile ; Mini Pool ;374;436;11;10;44; Lombardia ; Nord Ovest ;1,17
 IIsem ; Milano ; Corte di Appello ; Milano ; UPP 6 di 14 ; Sezione Lavoro Unica ; Collegio ;711;630;10;5;126; Lombardia ; Nord Ovest ;0,89
 IIsem ; Milano ; Tribunale ; Busto Arsizio ; UPP 1 di 8 ; Prima Sezione Civile ; Rotazione ;1.875;1.864;3;3;621; Lombardia ; Nord Ovest ;0,99
 IIsem ; Milano ; Tribunale ; Busto Arsizio ; UPP 2 di 8 ; Prima Sezione Civile ; Mini Pool ;1.875;1.864;3;4;466; Lombardia ; Nord Ovest ;0,99
 IIsem ; Milano ; Tribunale ; Busto Arsizio ; UPP 3 di 8 ; Seconda Sezione Civile ; Mini Pool ;64;74;5;4;19; Lombardia ; Nord Ovest ;1,16
 IIsem ; Milano ; Tribunale ; Busto Arsizio ; UPP 4 di 8 ; Terza Sezione Civile ; One to One ;1.880;1.805;7;7;258; Lombardia ; Nord Ovest ;0,96
 IIsem ; Milano ; Tribunale ; Busto Arsizio ; UPP 7 di 8 ; Prima Sezione Civile ; Mini Pool ;625;621;1;2;311; Lombardia ; Nord Ovest ;0,99
 IIsem ; Milano ; Tribunale ; Como ; UPP 1 di 8 ; Prima Sezione Civile ; Rotazione ;726;751;3;5;150; Lombardia ; Nord Ovest ;1,04
 IIsem ; Milano ; Tribunale ; Como ; UPP 2 di 8 ; Prima Sezione Civile ; Rotazione ;484;501;2;4;125; Lombardia ; Nord Ovest ;1,04
 IIsem ; Milano ; Tribunale ; Como ; UPP 3 di 8 ; Prima Sezione Civile ; Rotazione ;1.209;1.252;5;2;626; Lombardia ; Nord Ovest ;1,04
 IIsem ; Milano ; Tribunale ; Como ; UPP 3 di 8 ; Seconda Sezione Civile ; Rotazione ;1.060;976;5;2;488; Lombardia ; Nord Ovest ;0,92
 IIsem ; Milano ; Tribunale ; Como ; UPP 4 di 8 ; Seconda Sezione Civile ; One to One ;212;195;1;1;195; Lombardia ; Nord Ovest ;0,92
 IIsem ; Milano ; Tribunale ; Como ; UPP 5 di 8 ; Prima Sezione Civile ; Rotazione ;484;501;2;2;250; Lombardia ; Nord Ovest ;1,04
 IIsem ; Milano ; Tribunale ; Lecco ; UPP 1 di 2 ; Sezione Civile Unica ; One to One ;2.214;2.002;6;8;250; Lombardia ; Nord Ovest ;0,9
 IIsem ; Milano ; Tribunale ; Lodi ; UPP 1 di 3 ; Prima Sezione Civile ; Rotazione ;1.642;1.627;9;11;148; Lombardia ; Nord Ovest ;0,99
 IIsem ; Milano ; Tribunale ; Lodi ; UPP 3 di 3 ; Prima Sezione Civile ; Rotazione ;1.642;1.627;9; -   ; -   ; Lombardia ; Nord Ovest ;0,99
 IIsem ; Milano ; Tribunale ; Milano ; UPP 1 di 1 ; Decima Sezione Civile ; One to One ;655;717;7;14;52; Lombardia ; Nord Ovest ;1,09
 IIsem ; Milano ; Tribunale ; Milano ; UPP 1 di 1 ; Dodicesima Sezione Civile ; Mini Pool ;3.969;1.870;10;20;95; Lombardia ; Nord Ovest ;0,47
 IIsem ; Milano ; Tribunale ; Milano ; UPP 1 di 1 ; Nona Sezione Civile ; Mini Pool ;2.641;2.660;9;18;150; Lombardia ; Nord Ovest ;1,01
 IIsem ; Milano ; Tribunale ; Milano ; UPP 1 di 1 ; Ottava Sezione Civile ; Rotazione ;2.483;2.126;5;10;216; Lombardia ; Nord Ovest ;0,86
 IIsem ; Milano ; Tribunale ; Milano ; UPP 1 di 1 ; Prima Sezione Civile ; Rotazione ;597;559;7;14;40; Lombardia ; Nord Ovest ;0,94
 IIsem ; Milano ; Tribunale ; Milano ; UPP 1 di 1 ; Quarta Sezione Civile ; Assegnazione al fascicolo ;639;665;7;14;48; Lombardia ; Nord Ovest ;1,04
 IIsem ; Milano ; Tribunale ; Milano ; UPP 1 di 1 ; Quattordicesima Sezione Civile ; One to One ;224;243;6;12;21; Lombardia ; Nord Ovest ;1,08
